dataset,accuracy_rf,accuracy_breiman,accuracy_ancestor,accuracy_zhu
ACSF1,0.7676767676767676,0.8181818181818182,0.8282828282828283,0.8080808080808081
ACSF1,0.7676767676767676,0.7878787878787878,0.8080808080808081,0.7878787878787878
ACSF1,0.7777777777777778,0.8080808080808081,0.8383838383838383,0.8282828282828283
ACSF1,0.7878787878787878,0.797979797979798,0.8383838383838383,0.8080808080808081
ACSF1,0.7474747474747475,0.7878787878787878,0.797979797979798,0.797979797979798
ACSF1,0.7777777777777778,0.7777777777777778,0.797979797979798,0.7878787878787878
ACSF1,0.7474747474747475,0.7878787878787878,0.8484848484848485,0.7777777777777778
ACSF1,0.7474747474747475,0.8181818181818182,0.8585858585858586,0.8181818181818182
ACSF1,0.797979797979798,0.8181818181818182,0.8282828282828283,0.8080808080808081
ACSF1,0.7575757575757576,0.7878787878787878,0.797979797979798,0.797979797979798
ACSF1,0.7777777777777778,0.7777777777777778,0.8080808080808081,0.7878787878787878
ACSF1,0.7676767676767676,0.8282828282828283,0.8484848484848485,0.8282828282828283
ACSF1,0.7474747474747475,0.797979797979798,0.8080808080808081,0.8181818181818182
ACSF1,0.7777777777777778,0.7878787878787878,0.8080808080808081,0.8181818181818182
ACSF1,0.7474747474747475,0.8080808080808081,0.8282828282828283,0.8080808080808081
ACSF1,0.7777777777777778,0.8080808080808081,0.8181818181818182,0.797979797979798
ACSF1,0.7171717171717171,0.8181818181818182,0.8181818181818182,0.7777777777777778
ACSF1,0.7373737373737373,0.7777777777777778,0.8080808080808081,0.7676767676767676
ACSF1,0.7777777777777778,0.797979797979798,0.8181818181818182,0.797979797979798
ACSF1,0.7777777777777778,0.8181818181818182,0.8282828282828283,0.8080808080808081
ACSF1,0.7878787878787878,0.797979797979798,0.8181818181818182,0.7777777777777778
ACSF1,0.7373737373737373,0.7676767676767676,0.797979797979798,0.7878787878787878
ACSF1,0.7878787878787878,0.797979797979798,0.8282828282828283,0.7878787878787878
ACSF1,0.7575757575757576,0.797979797979798,0.8080808080808081,0.7575757575757576
ACSF1,0.7575757575757576,0.8080808080808081,0.8484848484848485,0.8282828282828283
ACSF1,0.7272727272727273,0.7878787878787878,0.8080808080808081,0.7878787878787878
ACSF1,0.797979797979798,0.8181818181818182,0.8383838383838383,0.8181818181818182
ACSF1,0.7777777777777778,0.8080808080808081,0.8383838383838383,0.797979797979798
ACSF1,0.7575757575757576,0.8080808080808081,0.8383838383838383,0.7777777777777778
ACSF1,0.7676767676767676,0.797979797979798,0.8181818181818182,0.797979797979798
ACSF1,0.7777777777777778,0.7777777777777778,0.8080808080808081,0.797979797979798
ACSF1,0.7575757575757576,0.797979797979798,0.8383838383838383,0.8080808080808081
ACSF1,0.7474747474747475,0.797979797979798,0.8383838383838383,0.7878787878787878
ACSF1,0.7575757575757576,0.7777777777777778,0.8080808080808081,0.7777777777777778
ACSF1,0.7777777777777778,0.797979797979798,0.8282828282828283,0.7878787878787878
ACSF1,0.7474747474747475,0.797979797979798,0.8181818181818182,0.8181818181818182
ACSF1,0.7878787878787878,0.8080808080808081,0.8383838383838383,0.7878787878787878
ACSF1,0.7777777777777778,0.7878787878787878,0.8282828282828283,0.7777777777777778
ACSF1,0.7777777777777778,0.797979797979798,0.8080808080808081,0.7777777777777778
ACSF1,0.7575757575757576,0.797979797979798,0.797979797979798,0.7878787878787878
ACSF1,0.7676767676767676,0.797979797979798,0.8484848484848485,0.8181818181818182
ACSF1,0.7878787878787878,0.8181818181818182,0.8383838383838383,0.8181818181818182
ACSF1,0.7575757575757576,0.797979797979798,0.8080808080808081,0.7878787878787878
ACSF1,0.7575757575757576,0.8080808080808081,0.8282828282828283,0.797979797979798
ACSF1,0.7575757575757576,0.7878787878787878,0.8282828282828283,0.797979797979798
ACSF1,0.7676767676767676,0.8181818181818182,0.8383838383838383,0.8282828282828283
ACSF1,0.7676767676767676,0.8181818181818182,0.8383838383838383,0.8282828282828283
ACSF1,0.7676767676767676,0.797979797979798,0.8282828282828283,0.797979797979798
ACSF1,0.7878787878787878,0.8080808080808081,0.8080808080808081,0.8080808080808081
ACSF1,0.7575757575757576,0.8080808080808081,0.8383838383838383,0.8282828282828283
Adiac,0.6871794871794872,0.7384615384615385,0.7333333333333333,0.7307692307692307
Adiac,0.6846153846153846,0.7256410256410256,0.7307692307692307,0.7333333333333333
Adiac,0.7051282051282052,0.7384615384615385,0.7410256410256411,0.7461538461538462
Adiac,0.6897435897435897,0.7333333333333333,0.7384615384615385,0.7307692307692307
Adiac,0.7051282051282052,0.7333333333333333,0.7384615384615385,0.7487179487179487
Adiac,0.6820512820512821,0.735897435897436,0.7256410256410256,0.7307692307692307
Adiac,0.6897435897435897,0.7307692307692307,0.7205128205128205,0.7307692307692307
Adiac,0.6871794871794872,0.7307692307692307,0.7256410256410256,0.7487179487179487
Adiac,0.6820512820512821,0.7435897435897436,0.7128205128205128,0.7410256410256411
Adiac,0.7025641025641025,0.7333333333333333,0.7410256410256411,0.7512820512820513
Adiac,0.6794871794871795,0.7282051282051282,0.7384615384615385,0.735897435897436
Adiac,0.7025641025641025,0.7435897435897436,0.7256410256410256,0.7384615384615385
Adiac,0.6974358974358974,0.735897435897436,0.7333333333333333,0.7435897435897436
Adiac,0.7076923076923077,0.735897435897436,0.7435897435897436,0.7487179487179487
Adiac,0.7,0.735897435897436,0.7538461538461538,0.764102564102564
Adiac,0.6948717948717948,0.7461538461538462,0.7435897435897436,0.7435897435897436
Adiac,0.6948717948717948,0.7410256410256411,0.735897435897436,0.7307692307692307
Adiac,0.6794871794871795,0.7410256410256411,0.7410256410256411,0.7435897435897436
Adiac,0.6820512820512821,0.7333333333333333,0.7410256410256411,0.7512820512820513
