dataset,accuracy_breiman,accuracy_ancestor,accuracy_zhu
CinCECGTorso,0.9441624365482234,0.9528643944887599,0.9427121102248006
CinCECGTorso,0.9550398839738942,0.9608411892675852,0.9514140681653372
CinCECGTorso,0.9557650471356055,0.9615663524292966,0.9572153734590283
CinCECGTorso,0.9477882523567803,0.9543147208121827,0.9463379260333575
CinCECGTorso,0.9506889050036258,0.9543147208121827,0.9521392313270486
CinCECGTorso,0.9506889050036258,0.9550398839738942,0.9557650471356055
Coffee,1,0.9629629629629629,0.9629629629629629
Coffee,1,0.9629629629629629,0.9629629629629629
Coffee,1,0.9259259259259259,0.9259259259259259
Coffee,1,0.9259259259259259,0.9629629629629629
Coffee,1,0.9259259259259259,0.9629629629629629
Coffee,1,0.9259259259259259,0.9629629629629629
Coffee,1,1,1
Coffee,1,1,1
Coffee,0.9629629629629629,0.9629629629629629,0.9629629629629629
Coffee,1,0.9259259259259259,0.8888888888888888
Computers,0.7108433734939759,0.6907630522088354,0.6947791164658634
Computers,0.7068273092369478,0.6867469879518072,0.6907630522088354
Computers,0.7108433734939759,0.6947791164658634,0.6987951807228916
Computers,0.6987951807228916,0.7108433734939759,0.7228915662650602
Computers,0.6947791164658634,0.6987951807228916,0.7068273092369478
Computers,0.6987951807228916,0.6867469879518072,0.6907630522088354
Computers,0.6947791164658634,0.6827309236947792,0.6867469879518072
Computers,0.7108433734939759,0.6987951807228916,0.7068273092369478
Computers,0.7108433734939759,0.7068273092369478,0.714859437751004
Computers,0.6947791164658634,0.6867469879518072,0.6867469879518072
CricketX,0.6503856041131105,0.6323907455012854,0.6298200514138818
CricketX,0.6580976863753213,0.6580976863753213,0.6606683804627249
CricketX,0.6580976863753213,0.6452442159383034,0.6555269922879178
CricketX,0.6529562982005142,0.6529562982005142,0.6529562982005142
CricketX,0.6683804627249358,0.6632390745501285,0.6529562982005142
CricketX,0.6606683804627249,0.6529562982005142,0.6426735218508998
CricketX,0.6632390745501285,0.6529562982005142,0.6580976863753213
CricketX,0.6606683804627249,0.6658097686375322,0.6683804627249358
CricketX,0.6529562982005142,0.6478149100257069,0.6555269922879178
CricketX,0.6452442159383034,0.6606683804627249,0.6606683804627249
CricketY,0.6966580976863753,0.6940874035989717,0.6915167095115681
CricketY,0.6915167095115681,0.6940874035989717,0.699228791773779
CricketY,0.6838046272493573,0.6915167095115681,0.6889460154241646
CricketY,0.6863753213367609,0.6812339331619537,0.6863753213367609
